Unnamed: 0,label,tweet
16247,1,rt juicccyray broke hoe alway wanna argu u aint ate day u get energi
16248,1,rt juicedbal scare pepper spray bitch hand gentl rest fanni pack
16249,1,rt juicysqueaki bitch need crowd fight clear easili influenc amp weak mind amp like commit suicid
16250,1,rt jukeyxo girl sit face nose goe pussi ride nose like bull shes keeper
16251,1,rt juliesnark love ask realli hot skinni bitch theyr due
16252,1,rt julioisurdaddi need man pussi boy
16253,1,rt jusdontblowmyhi yall lucki dmx stop makin music id still bark hoe foo
16254,1,rt jusguapo hoe lie olivia get bottom scandai
16255,1,rt justawana bitch possess thot demon fuck dead
16256,1,rt height shit aint cute yall dumb hoe go public look like jack bean stalk
16257,1,rt aint nuttin cut bitch
16258,1,rt justcurrieon christooshifti lol aye watch mouth like mention faggot
16259,1,rt justdoitslow vintagemonro scari told come hous fight wont even open door wtf scari ass hoe
16260,1,rt justdoitrob kaaarlizzi bitch love laughlol
16261,1,rt justdoitrob ill throw cheeseburg bitch ass
16262,1,rt justdreaa dont splurg around hoe dont shine front bitch cus get dick like find front
16263,1,rt justhadthat good pussi come smart ass mouth amp crazi ass attitud
16264,1,rt justkarahn karahn jus call futur babi lil bitch tell world dont
16265,1,rt justleshay justleshay said byeeee mad bitch come visit
16266,1,rt justoneasian everi bug ever kill sorri ur bitch ass came hous uninvit
16267,0,rt justreiatabi die flappi bird
16268,1,rt justthistim think ive opinion bitch late glad ive stay quiet topic swirl around
16269,1,rt justcallmeduh karma bitch nigga
16270,1,rt hoe want attent
16271,1,rt juuman walk countri kitchen restaur order take bitch come ask tabl one look lone
16272,1,rt juveunit messi refus sub kid took neymar littl hobbit diva bitch
16273,0,rt defiant go see new planet ape
16274,1,rt bring round slum yo hoe get slay
16275,1,rt kdotduckygreen rt lmfaooo girlfight ghetto ratchet bitch got push play sleep
16276,1,rt kenyaletmeknow dont nigga want broke bitch
16277,0,rt khou charli strong took longhorn logo player helmet earn back
16278,0,rt killquana hun wrong social network site lms good morn post someth extra
16279,1,rt killsheredon cant handl liquor bitch cant handl
16280,1,rt killsheredon nigga high school got shove locker thrown trash can tvvitterroast
16281,1,rt kingshamugga bitch better lie bodi cant stomach ill fuck die
16282,1,rt kingtunchi bitch say anyth attent
16283,1,rt kingtunchi fuck bad bitch gone need money lil homi
16284,1,rt kingtunchi dont understand hoe say get money tf twitter childish shit bitch
16285,1,rt kingtunchi final realiz bitch wanna see wanna see fall
16286,1,rt kingtunchi make bitch fli like peter pand tho
16287,1,rt kingtunchi need new bitch
16288,1,rt kingtunchi need real bitch
16289,1,rt kingtunchi fw grown hoe
16290,1,rt kingtunchi year hoe aint gone shit dick head
16291,1,rt kingtunchi jd told im player one bitch
16292,1,rt kingtunchi lol got hoe feel
16293,1,rt kingtunchi lol funni tho cuz everi hoe talk shit nvm shit aint player
16294,1,rt kingtunchi lol bitch cool sit get kill get twitter talk
16295,1,rt kingtunchi lowkey put sum hoe map call kingtunchi bitch
16296,1,rt kingtunchi bitch lol these lil hoe funni
16297,1,rt kingtunchi bitch diss gone still eat dick see check
16298,1,rt kingtunchi hoe fuck dick turn lol fuckem tho
16299,1,rt kingtunchi bitch play side get left middl
16300,1,rt kingtunchi bitch aint
16301,1,rt dont tell side bitch famili busi that none busi
16302,1,rt skinni girl pussi good den mf u dont feel noth pussi point board skinni girl
16303,0,rt kmoqual scholen waar directi leerkrachten pest kunt u zich voorstellen hoe groot pestproblematiek onder leerlingen wel moet
16304,1,rt suppos ride got bitch ina back seat
16305,0,rt knegandhiespn pepper slant geniuscrazi call genius catch crazi drop blow get
16306,1,rt koedj cant stand stuck bitch alway got attitud reason dont know hurt yall stay tf round
16307,0,rt kyhoopsbuzz latest draftexpress mock draft randl cauleystein young poythress harrison twin amp dakari johnson
16308,1,rt kychelley gemma sure dirti bitch jax dad tri warn sonsofanarchi
16309,1,rt kaosgunnplay big booti hoe tig ol bitti xbox onepancak booti hoe pancak tit
16310,1,rt kaedashian noth wrong ariana grand caus dont look like hoe yall gotta
16311,1,rt kailscoop singl ladi vs cuf hoe
16312,1,rt kalaylaay side bitch made
16313,1,rt kalikushdol drop hoe
16314,1,rt kalikushdol lol foreal yo lmao fuck havemercyyi amp kalikushdol real talk bitch know h
16315,1,rt kalikushdol love bitch istg havemercyyi
16316,1,rt kallmekenzo fufu bitch cant nun break heart set
16317,1,rt kallmeta paperchaysin fucc cash u hoe im go respect u poccet broke
16318,1,rt kamrinotoyota king fire rt vianawf king ti vs tip troubleman album def
16319,1,rt kanyefaac let go hoe one girl end bein hoe
16320,0,rt week thursday might last yanke game look forward noth els jeter deserv night
16321,0,rt kaprecesun favorit jigger satisfiedx
16322,0,rt karenrfm notvduringtheweek parent rule thrown quit monkey wrench rooseveltspb view schedul dvrtime wcve
16323,0,rt karinacasalla lmfao oh nah keep three djzeeti twitpic selfi u ho
16324,0,rt karlenaskiff could never date someon yellow
16325,1,rt karmenkarma kimkxxx tristanberri youknowrilynn amandatatexxx go hot bitch happybirthdaytom
16326,1,rt kashstackz nude safe send nude call homi aye hoe send trash ass nude yu
16327,1,rt work hoe savanaharanda
16328,0,rt kathrynbruscobk think windturbin bad bird compar via bloombergnew via
16329,0,rt katiepavlich charli crist doesnt polit parti join could becom spokesman fan compani
16330,0,rt katiepavlich go take trash today outnumb thank dismemb thank ladi
16331,1,rt kattpacwilliam nigga wear tom amp ugg amp bitch wear jay amp timb lol aint usher meant said trade
16332,1,rt kattwilliam milf sexi ass mom your your bitch babi
16333,1,rt kattwilliam hate ghetto loud rude ugli bitch bitch alreadi ugli fck gotta loud
16334,1,rt kattwilliam good friend support encourag ur hoe activ
16335,1,rt kaym bitch act local n think global
16336,1,rt kaycimalynn kayci greet say hey cunt like make person okay
16337,1,rt kaycimalynn hey cunt miss
16338,1,rt kaycimalynn hey cunt miss
16339,1,rt dont play monkey earn
16340,1,rt keosgunnplay u kill carl nigga glenn whos gonna take care hoe maggi
16341,1,rt nashvill rt dragonballdeez atlanta rt pacdagoat houston mani trash driver
16342,1,rt keepingupwjr respect nigga respect girl amp dont pay hoe attent salut
16343,0,rt keitholbermann mean like yanke year priorit farewel tour playoff run
16344,1,rt kejonasavag chocgirl rich homi bird man gone mansion tonight nigga got fuckd bouncer
16345,1,rt kekepalm loud ghetto amp energet offens thing amp come noth asham
16346,1,rt kelllllllllvin bitch ugli person
16347,0,rt kelsiebelsi vntxnius lmao slope
16348,0,rt kendavidoff cardin mlbs gold standard isnt even close silver dodger giant tiger yanke
16349,1,rt kenaivivero ima bitch lol versharki
16350,1,rt kennedyleighxxx cant ugli shitti fuck person pick struggl bitch
16351,1,rt mani nigger store knowwwww steal vine still weak
16352,1,rt kermitisasnitch alway say dont love hoe yet yo girl hoe
16353,1,rt bitch real looooool yaga
16354,0,rt ketaminestalin singl wasp could read waspfact tweet could peac treati wasp man wasp
16355,1,rt bow wow hoe stage lol
16356,1,rt bitch love bodi parti time take da dick parti cancel fals advertis ass bitch
16357,1,rt lmao yall singl hoe stay pregnant
16358,1,rt kevinthege okay im go krispi kreme nigga tri
16359,1,rt kevinthege kevinthege finish essay quiz job bud proud
16360,1,rt kevinmcadam whalelookyher tbh didnt even mean mock itstoofuckingeasi
16361,1,rt kevinmcadam stop littl bitch fuckherrightinthepussi
16362,0,rt kevineffinskaff idea diet eat regular oreo instead doubl stuft takin half cooki still dip
16363,1,rt keymikeskulli first day school lost student say bro know whe cho bitch ass
16364,1,rt keyanalatrice skinnybe bitch love us lol
16365,1,rt keyanalatrice idk favorit shit hoe bye
16366,1,rt keyshbechillin bitch done kegal today
16367,1,rt keyshbechillin yam ass pussi
16368,1,rt keyshawnswag bitch itti bitti titti committ
16369,1,rt kfromtheg lol rob aint word damn rob bitch
16370,1,rt bitch forget
16371,0,rt kiantedevuan beauti smile color
16372,0,rt kiaranicolex joari kashwingatelfc chanchanox babe buy brazilian peruvian bengali
16373,1,rt kiaritheston nigga slope intercept form equat cant make scrambl fuckin egg that lil backward
16374,0,rt kickman giant piti jetspiti met piti yankeesp net piti knickspiti ny sport piti
16375,0,rt lewi trash lmao
16376,1,rt kidflexin wedontsmokereg lol that grwn man shitnd bitch b loven
16377,1,rt nigga wanna bitch parti yall know address knock door
16378,1,rt kidnapyogranni u dont want heart broken dont check nigga entertain hoe
16379,1,rt kiiingjaay im comma bitch period
16380,1,rt kiingvon bitch fuck stupid smh
16381,1,rt killallsimp ariana grand built like year old chines boy bitch shape like iphon nigga go crazi
16382,1,rt killallsimp bitch love post goal pic show rang rover mansion money everywher bitch unemploy
16383,1,rt killallsimp bitch see pictur coupl walk stair togeth caption goal bitch
16384,1,rt killallsimp classic style tweet troll dyke tweet list etc crazi mani nigga tweet like
16385,1,rt killallsimp rememb phone sex white bitch said pussi tast like salt vinegar chip aint
16386,1,rt killallsimp nigga kany took kim k wendi mean yall regular hoe dont deserv date
16387,1,rt killallsimp miley cyrus pussi probabl tast like wet dog negat ass bitch look like justin bieber
16388,1,rt killallsimp girl told period immedi power bomb hoe ass
16389,1,rt killallsimp that logic hoe rt flowaaabomb singl nobodi tell right right
16390,1,rt killpiffi unhappi scrappi got pataki bitch say im tacki daddi rang look like laffi taffi
16391,1,rt killarilluh instagram alway act like bitch bruh
16392,1,rt killahka bitch
16394,1,rt kimburrleeeann loyalti dead gtfo dont margin bitch
16395,1,rt kingxstoney yeah cant wrestl might rock bottom foreal veronicagk im big bitch proud lol let live
16396,1,rt kingcedd hit bitch nd forget bitch left kid fuckin face
16397,1,rt kingcuh teejonez damn cuh alu mohe nigga make sure alu polosi ho nifo
16398,0,rt kingcuh ouuua ita siana alu polosi ho nifo namu tae
16399,1,rt kingcurtisjayi ugli hoe love fight lmao aint got none lose
16400,1,rt give us credit bitch went amp took w bmarshal took
16401,0,rt kingdrayn dont forget gotta take trash need milkand spermicid lube
16402,1,rt kingeljay scorpio aka hoe season right around corner
16403,1,rt kinghorsedick bitch pull hair win rt mryungon lol tweet lose
16404,1,rt kinghorsedick right u wanna fuck bad hoe hoe u didnt realli wanna fuck
16405,1,rt kinghorsedick eat pussi tast like mold stop u cant tell ppl ate u aint finish
16406,1,rt kinghorsedick tell u u got good pussi never tri hit mean
16407,1,rt kinghorsedick jodi realli pussi tho let lil nigga jump take bike old head son front
16408,1,rt kinghorsedick lol rt youngtravo nigga like damn would bitch help famili move dryer almost
16409,1,rt kinghorsedick long distanc sex definit u think u like bitch lil much
16410,1,rt kinghorsedick nowaday u threesom new generat bitch one hoe gonna go tell everybodi fuck
16411,0,rt kingkwama femal ig model person trash
16412,1,rt kingl nigga fuck u bitch ass nigga dat aint sneak dissn u bitch made shit starter rt ceefourdaartist kingl sneak
16413,1,rt hoe know
16414,1,rt forgiv u hoesgirl
16415,1,rt kingmil top comeback call nigga ugli still pull hoe
16416,1,rt kingryin rip robin william im gonna fuck baddest bitch tonight bruh
16417,1,rt kingshelton hell nah bitch
16418,1,rt kingteej that say bitch aint got job mlrt
16419,1,rt kingulyssesiv bitch aint shit amp pussi greatest vice love smokin weed hate advic
16420,0,rt kinggerryr rememb trash floor car upgrad amp put wale gift feel like old car
16421,1,rt taecocki rihanna talent hoe
16422,1,rt dez cake bitch someth caus hes play like dez god dammit
16423,1,rt kingj one nigga past told one thing id never forget one man trash anoth man treasur
16424,1,rt kingsgroov kingsgroov nicca said imma slap ya daddi den put em n da yo still nigga aint
16425,1,rt kinkygoos eat mango get bitch honest dont either
16426,1,rt kinlochbang yall hoe yall plastic ass bodi maaaaan smh
16427,1,rt kiralajasmin shout mama caus aint rais hoe
16428,1,rt kissmysmile lmfaooo like bitch alanah serious
16429,1,rt kissmyklassi exact shit saidgtgtgt imyungjay nobodi think mimi outta line invit stevi j gay nicca
16430,1,rt kissmybeautyy id rather argu amp make fight amp break thirsti bitch love see happi home
16431,1,rt kittykinsx taco hoe
16432,1,rt klttygirl im shitti promis u im better bitch
16433,1,rt klttykllla bluntsnextdoor good pussi nigga like funniest thing ive ever seen
16434,1,rt knae im lil bitch
16435,0,rt knickrumor met superstar pitcher yanke game wear knick hat knickstap
16436,1,rt lmao damn bitch trash rt jazminejanay lmao
16437,1,rt koolassk nigga trippin shoe club tf u wear hoe nigga shoe club shoe
16438,1,rt koolassk u want nigga spend hard earn money u hoe go strip solv problem lol
16439,1,rt koolqueef color entir arm black sharpi fist wife asshol know nigger dick feel like
16440,1,rt koolqueef gave call wife nigger sex lent
16441,1,rt kreolekilla fight hoe one lamest thing
16442,1,rt kriegsson nigger day honor nigger tradit work
16443,1,rt krisannin wake bitch jack bauer
16444,1,rt krisdarebel search hoe got aint one bruh
16445,1,rt krislis bc ass fat mayb pussi wack amp drove man crack rt fightciub khloe kardashian win life
16446,1,rt krislis grow bitch
16447,0,rt krislis hot trash
16448,0,rt krislis today someth dope tomorrow thing trash next month irrelev next year classic
16449,1,rt kryshazeyi swear bitch fall nigga dont believ comb hair
16450,0,rt kstar told rt astronautton artpriz trash
16451,1,rt kstar ya beat trash nigga rt chiefkeef sosaonthebeat fuck dont like
16452,1,rt kushdahgodd five thing ill never give heart weed money twitter netflix password
16453,1,rt kushdac side hos know side hos need ya
16454,1,rt ross pull hoe dakodabear
16455,1,rt kvngmelli yall got babi mama realiz bitch real enemi
16456,1,rt kxrxsxb want birffday big booti hoe gotta big booti call big booti lyricsyouliketoscream
16457,0,rt kxrxsxb sometim turn phone loud tweet hear bird chirp truestori teamiphon
16458,1,rt kxrxsxb superman man steel emot bitch truestori
16459,1,rt kxrxsxb know one person could say anyth look think your retard stfu stupidbitch
16460,1,rt kxngfrxsh ya friend alway trynna get breakup wit ya nigga thot shit wit themthem bitch realli aint ya friend
16461,0,rt kysportsradio year two fan base unc indiana said thing right way uk other rogu
16462,1,rt bitch think know everyth ha
16463,1,rt kylekallgren cant pleas everyon shouldnt noth good come peopl say faggot insult
16464,0,rt kylekallgren know superhero stori best insult superhero dumb mook come dogood whiteknight
16465,1,rt kylelewsad trevaughnlg retweet random shit caus bad bitch tweet
16466,0,rt kylelippert buy ticket transform lock aluminum trash toss overpass
16467,1,rt amber rose everyth vmas killen everi bitch
16468,1,rt im bitch doesnt forget
16469,1,rt im bitch whatev
16470,1,rt rude talk fat bitch cool talk skinni bitch cus know alot thick hoe
16471,1,rt keep bitch amp ill stay grind
16472,0,rt key open door key albino
16473,1,rt michaelbrown support say white evil albino black babi serious tcot klsouth
16474,1,rt laeveryday mjcandanc pacdagoat bettathanlerun pyroballypoop wtf bitch sound retard
16475,1,rt legiqn write bar side hoe money know real
16476,1,rt lexgedddit got flappi bird holi shit
16477,1,rt lmao bitch saw camera amp look big screen n
16478,1,rt ya side hoe play much amp want head
16479,1,rt lilbthebasedgod eat gluton free pussi lil b
16480,1,rt lilbthebasedgod nerdi fat bitch yes sir fuck basedgod lil b
16481,1,rt lilbthebasedgod ultim bitch mixtap done word lil b lil b
16482,1,rt livylohan dat dont argu wit dese bitch keep brief trappa lls
16483,1,rt lialp still texan nation hoe
16484,0,rt ljspagnoli isi jihadi terrorist post tweet everi minut spread propaganda
16485,1,rt lljono go home bitch
16486,1,rt lmaoatbas bitch twerk anyth rock countrythes bitch twerk gospel take king
16487,0,rt lohanthoni id never send kid privat school would never experi ghetto public school fight
16488,0,rt lohanthoni im hungri someon would send fli parachut browni attach like hunger game
16489,1,rt lohanthoni lana use term bad bitch uv track ive never proud
16490,1,rt loudbeso thotcho bitch ill end fuck life fuckboy
16491,1,rt loudbeso pepsi cola rt jactionj ladi pussi tast like
16492,0,rt magnus team leader particular rude unhelp oppos charli blatant lie aw servic
16493,1,rt lunarap smh u got ebola stick foot feel fresh bitch ass mosquito nerv
16494,0,rt lvlkyevent nov thanksgiv dinner proof main day preoccupi giant bird http
16495,1,rt love everybodi ion hate bitch
16496,1,rt laleaa wcw babe undrgrundghost amp love thse sexi bitch bestfriend
16497,1,rt lavidajeannett hate bitch say dont care nigga broke got noth go act like fake
16498,1,rt lavintagetrib get check like nike im ici yo bitch like dice soho
16499,1,rt ladiesluvaudi eat pussi goodeat everybodi pussi aint healthi
16500,0,rt ladymercia mother manchest terror twin went syria becom jihadi bride snatch isi
16501,1,rt ladyblahblah furrybah paypay voic rt hoe everybodi nigga
16502,1,rt ladytruck fez nippl couldnt cover two trash lid ronniebquot
16503,1,rt lakeshowqueen kevin love bein hoe let world know u gonna laker season dawg
16504,0,rt lakerstv video kobebry talk trash face nickswagypyoung scrimmag
16505,1,rt lalacoutureexo gfbf dont like talk bitchnigga dont talk bitchnigga
16506,1,rt lamborghinibow fuck hoe respect woman love
16507,1,rt lameassnerd braxton curti hoe ass nigga wen see ima smack like da lil bitch
16508,1,rt bitch play volleybal timberland kid
16509,1,rt landontour nice babi bump bitch
16510,1,rt lanebelgard gillisseth yeah right queer piec ass youv ever got finger broke thru toilet
16511,1,rt laquishaba racist white cop arrest black cant wait till black cop arrest whiti hear bitch fastfoodstrik
16512,1,rt laridodi seven gram blunt almost drown pussi swam butt rt tryhardsilva quot weezi vers
16513,1,rt laridodi ur lil bitch dont read receipt
16514,1,rt smokin dick bitch
16515,1,rt late dive tha pussi like
16516,0,rt latrobemark wheelerkashhh earli bird
16517,0,rt laurabehnk yanke fan flashback rt wccorosen laurabehnk rememb phil hugh alreadi still
16518,0,rt laurarosencohen askdrmann amici brief file behalf kind like charli brown never ever get
16519,1,rt laurenjauregui karma bitch genuin mean canttrustanyon hatefakepeopl
16520,1,rt laurenfawx itsnotadam adam sexi conced ass jk ilusm
16521,1,rt lavarwalk old bitch love garden
16522,1,rt cub pirat damn sure aint fing cardin care
16523,1,rt laynesmithh your local pc cant love anybodi everybodi turn hoe springbreak
16524,1,rt lebronvuitton bain wasnt hoe ass nigga
16525,1,rt lebronvuitton cant none hoe lebronvuitton renam bitch yacht
16526,1,rt lebronvuitton fuck feed hate fat thick
16527,1,rt lebronvuitton dont stand line club secur come escort yellow diamond tell bitch get scorpion
16528,1,rt lebronvuitton im lickin mini fro
16529,1,rt lebronvuitton annoy shit world bitch start talkin bout someth say nevermind
16530,1,rt lebronvuitton joe chang life went back old lebronvuitton ha got bitch work
16531,1,rt lebronvuitton killle hoe feel like
16532,0,rt lekarmasucr trash liar rt learnteachwin law student terribl liar htgawm
16533,0,rt lemarquand group slaughter children nigerian school children burn aliv shot amp slit throat tri
16534,0,rt lemarquand jihadiinchief hussein urg restraint fight islam nice isisw might
16535,1,rt lenoirauteur bitch dont rt azealiabank
16536,1,rt leanandcuisin bitch hoe check yo dms get new follow
16537,1,rt leanandcuisin wish fli nimbus pick hoe could tell pure heart bitch hoe gon drop
16538,1,rt leanandcuisin bitch see kati perri pic kati perri fit
16539,1,rt learyalnez fun game slap bitch
16540,1,rt leeluca man bitch fuck ill burn yall hous hoe that bumbl bee real grandma hoe
16541,1,rt leeniepunkin man fuck flappi bird
16542,1,rt leezusleeko baddest bitch didnt win queen fuck mexican ill buy yo hous
16543,1,rt leezusleeko yo bitch dont avoid wanna spoil
16544,1,rt leezythewarrior cant let messi hoe mess yo busi
16545,1,rt leogarri yall save hoe id ratha save paper
16546,1,rt lesamonro fella guess dont like ask look mean call rest bitch face look
16547,1,rt lesamonro bitch grade weird
16548,1,rt leslieeeixta bdub pack beaner
16549,1,rt lessonswithk got hoe got nigga
16550,1,rt let ngga ask chick give money yall hoe say swerv that make stay leav
16551,1,rt stevi j playa yr tho lhhatlreunionh aint playerh stand solid behind bullshit bitch respect
16552,1,rt lethalbizzl suck yo momma flappi bird
16553,1,rt lettybro yall hoe super weakkkkkkkk
16554,1,rt levisnink aint pussi hot minut omm
16555,1,rt lexataughtyou hedgebrandon calm bitch touch boob amp ill dick amp stapl forehead sinc wanna
16556,1,rt lexieel timelin right raven raven raven commerci tweet raven raven raven amp bitch talkin
16557,1,rt lexxinnn dont nigga want broke ass bitch crazi bitch better broke ass nigga
16558,1,rt lifeofayungin pussi never turn rememb
16559,1,rt liiuglyman side bitch tri hug public
16560,1,rt nigga talk bitch day let sink
16561,1,rt liamgeraldshon arannicolwhufc dsaend get fuck racist inbr hillbilli fuck
16562,0,rt liberalphenom gzs defens team pay media trash prosecut constant thomasarobert
16563,1,rt liberienn iggi sextap prolli gon trash nigga made ugli
16564,1,rt libradtf that fault ask sent number tho dumb bitch
16565,1,rt libradtf bitch bye rt wearexci dawg look shit
16566,1,rt lickmeg big booti sour face hair hoe
16567,1,rt cant fuck sentiment bitch
16568,1,rt lifeasabab girl mind princess class amp bitch doesnt give fuck
16569,1,rt lifeasbro dont bitch dude easiest way get bro someth
16570,1,rt lifeasbro girl hey beauti friendship last month bros sup pussi friendship last forev
16571,1,rt lifeask lawd twitter humbl fuck hoe quick
16572,0,rt lifeask new orlean still trash
16573,1,rt lifeasmeghan wear weav like bitch got hair
16574,0,rt lifeflightgirl someon murder polic investig spous first tell everyth need know
16575,0,rt lifenewshq break florida prolif gov rick scott defeat proabort challeng charli crist tcot
16576,1,rt liiilbxrd plot twist take lot cut bitch
16577,0,rt likejordangaf piti parti trash amp dont throw
16579,1,rt long day work bitch wunna rest feet lol
16580,1,rt likwidcy fat nigga aint ever gotten broad anyth content charact dont bitch think im
16581,1,rt lilbro
16582,1,rt lilfrenchi corni sex wanna kill bitch right amp
16583,1,rt im averag nigguh chasin money amp dream tryin stay troubl
16584,1,rt lilhakbeatz ima beat pussi like ray rice hit left dont need right remix
16585,1,rt trippygall stonecold bum ass bitch u look like hype thot ass u hot readi dirti ho
16586,1,rt trippygall dat u drop dum ho ask yu jump dick ho reed yu cluck ass thot
16587,1,rt bitch gone wat bitch
16588,1,rt errday take chanc real street nigga shit take chanc fuckin wit u nothin ass hoe sumtim
16589,1,rt aint chasin hoe got asthma
16590,1,rt ion feel dese nihha
16591,1,rt rip blood money shoryy rider blew dat shi glizzi bitch ass citi yea
16592,1,rt bitch must b jojo world
16593,1,rt liltreprod bitch brag crazi like that cute that like nigga brag abus
16594,0,rt liltunechi eddi laci rooki year well deserv green amp yellow bumbl bee bekuz hit ya gon stinggreen bay
16595,1,rt liltunechi pik taken biebz shout nig jerem roger
16596,1,rt lilti bitch take
16597,1,rt vonteeeee typic coon activ
16598,1,rt lilbyrdi star tweet hope magic get pussygood luck keep
16599,1,rt lilonosnitch
16600,0,rt thought problem oreo
16601,1,rt linnykravtiz mona lisa couldv bad bitch
16602,1,rt lionheart hippi dress tumblr bitch smoke blunt sudden theyr abstract thinker
16603,1,rt lipethegreat charg ipod fuck redskin
16604,1,rt lipethegreat holi fuck shit game third string qb redskin team gut wrench
16605,1,rt lipethegreat everyon redskin lather oil fuck
16606,1,rt lipethegreat fuck san francisco game man wish trash ass garbag team never pray meet
16607,1,rt lipstickyoda call son nigger even respect white ppl uncomfort w call thugyou probabl get
16608,1,rt lipstickjovi bitch cut lmfaooooooooooo
16609,1,rt lissetelisa juan like black girl monday wednesday spanish girl thursday amp friday amp white bitch weekend tbb
16610,1,rt littlekee bitch hate anoth bitch relationship
16611,1,rt littlemissarie bitch get da dick dickmat
16612,1,rt littlesavag oml never question nigga ab anoth bitch amp nigga ever said shit like nigga lie
16613,1,rt liveanduncut good pussi take mind struggl stress everyday life
16614,1,rt liveanduncut lot easier let go girl find shes give pussi like goodi bag birthday bash
16615,0,rt liveanduncut say taint dont necessarili mean hoe scandal could number thing
16616,1,rt liveanduncut realli wanna pleas man see pleas gon turn know bitch aint realli
16617,1,rt liveanduncut weeknd fan person half hoea quarter gothic quarter hipster
16619,1,rt liveitupjersey badboysix that call bitch block fuck someon stay fight hit
16620,1,rt liveitupjersey thing cunt talk cri traffic jam know noth
16621,1,rt liveitupjersey trash name call read shit bitch that got
16622,1,rt got bodi faggot
16623,1,rt livlopezzz let make clear dont need fuck bodi dont need none whack ass hoe friend
16624,0,rt lizardlicktowin cmchatliv cmchat u think hard forhick major air time station cmchat
16625,1,rt ncs weather serious fucken retard gonna someth today almost saturday
16626,1,rt lizzardjurado yesss one ooz nigguh
16627,0,rt lmao make paper ball trash
16628,0,rt lmao eat food that hot start breath like retard dragon
16629,1,rt lmaosofunni kick soul outta dis bitch
16630,0,rt loqueellassaben amo esa gent que odia
16631,1,rt logpopz love hide bitch keep shorti
16632,1,rt hoe aint loyal
16633,1,rt lonelydad aint ho get trap hous
16634,1,rt longlivechri project hoe bitch get incom tax shit like
16635,1,rt longestmonday aint got problem chick goin vacay state hoe declar ya aid border ya come back
16636,1,rt lonnieduk chill rt marcussuprem tweet dont like bitch wit short hair ya mention gon full
16637,1,rt lookinnnass pussi see yo whisker
16638,0,rt lorenasgonzalez california state assemblywoman remain proud teamster unionmemb celebr laborday weekend
16639,1,rt lorenzoluciano femal alway complain shit nigga aint right like bitch dont flaw
16640,1,rt losbeonit anyon everyon ex fuck hoe
16641,1,rt losbeonit lmaoooo rt cqminaj break bf gotta pull old hoe move like
16642,1,rt losbeonit sex date dont mean hoe wait day wont make wife cute pic dont mean yall happi titl
16643,1,rt losbeonit guy your constant asshol doesnt give damn beyond ur pussi
16644,1,rt louievre dyke bitch walk around proud pregnant girlfriend like got pregnant
16645,1,rt louievre eat pussi danger bitch tri snap fuck neck
16646,1,rt louievre need ride die bitch
16647,1,rt louievre nigga santa come hood nigga gonna rob sleigh ho ho hoe
16648,1,rt louievre caus like photo week ago dont mean im stalk bitch dont look good use
16649,1,rt louievre lord help bitch
16650,1,rt louievre bitch feet year slaveri
16651,1,rt louievre weed louder darkskin bitch club
16652,1,rt louievre well damn girl bad bitch
16653,1,rt louievre bitch read messag doesnt respond
16654,1,rt lovableetyy im bitch im hungri
16655,1,rt loveamarix would never someon that afraid tell nigga bitch togeth look like secret fuck outta
16656,1,rt u look like black persian rug design bitch coupl nut stain dingi boy
16657,1,rt lovemeashmari wish appropri go around slap bitch say stupid shit
16658,1,rt lovezykerria cant hear pussi smack aint wet enough
16659,1,rt lovelymariie ginasanabria exe swear better see next bitch
16660,0,rt lowkeygado pnd vocal trash lmao
16661,1,rt lowkeyston gay girl realli get pussi nigga
16662,0,rt loxodonta news democrat antisemit jewish group condemn vp joe offens refer shylock
16663,1,rt loyalheart nigga gone nigga im sorri amp hoe gone hoe regardless
16664,1,rt loyalpeopleon kany like bitch even think attack
16665,1,rt loyalboybrown unt realli fuck suck year smh get right back trash one season
16666,1,rt lpietrantonio bpg bitch
16667,1,rt lpietrantonio iggi got fat ass bitch look like flounder fish
16668,0,rt lrihendri pregnant se classic respons call bonus tweet
16669,1,rt luaboo hazel e look like bird kaep prolli relat nose that berg wont ever make dat
16670,1,rt luccive free pancak day ihopsid bitch finna final get date nigga
16671,1,rt luccixo bitch start look bae
16672,0,rt lucentvari tonyjrodriguez friend remind shouldnt tri sex bird
16673,1,rt luchiecapon ass hoe rt mayasvritaa got iphon ass bitch
16674,0,rt luckylancej bird doesnt sing answer sing song drmayaangelou
16675,1,rt luckylancej life bitch youv got go kick ass drmayaangelou
16676,1,rt lucyyluux amp nigga dont care leav caus gotta anoth bitch tire creep w anyway
16677,1,rt luhmyra cant bitch tell nigga mine readi tell tf level shit
16678,1,rt luiesanch proud racist u dumb nigger
16679,1,rt dont love keep coupl hoe side
16680,1,rt luisaco dude last day fuck walk bitch
16681,0,rt trash
16682,0,rt that sport forget arrog amp trash talk make peopl feel like part
16683,1,rt lupemecoj what go pussi
16684,0,rt luvkittensdaili oreo ador
16685,1,rt luvpug dont rt cat tweet your big pussi
16686,1,rt lydsortiz cant treat hoe like ladi man
16687,1,rt lydsortiz knew bad bitch kinda slow
16688,1,rt lylho heard love dont love en vogu work lastnight shit groovi bitch
16689,0,rt lynchiewcvb big night wcvb martha coakleycharli baker debat bruinsminnesota wild world seri game
16690,1,rt ford ford fanci name fag mobil
16691,1,rt lynkinthedog love hoe
16692,0,rt lysettemarie jamal fool first call leprechaun said heart cant blue purpl gotta yellow
